respondent_id,aware,brand_correct,brand_decoy_hit,brand_understanding,awareness_tier,products_recognized_count,products_tried_count,tagline_known,tagline_rating,tagline_alignment,ebisen_familiarity,ebisen_belief,belief_reason,belief_reason_typed,trial_intent,age,gender,score_ingredient,score_taste,score_variety,score_texture,score_health,gender_LGBTQ+,gender_ชาย,gender_หญิง,topmind_subbrand,topmind_parent_brand,topmind_shrimp_cracker,topmind_shrimp,topmind_potato,topmind_snack_generic,topmind_japan,topmind_natural_health,topmind_positive_attr,topmind_visual_packaging,occ_work_study,occ_leisure,occ_late_night,occ_between_meals,occ_other,recog_คาลโวร่า,tried_คาลโวร่า,recog_เอบินาริ,tried_เอบินาริ,recog_เอบินาริ X,tried_เอบินาริ X,recog_ฮานาโร,tried_ฮานาโร,recog_แบ็กซ์,tried_แบ็กซ์,recog_พัฟโมริ,tried_พัฟโมริ,recog_Jomona,tried_Jomona,recog_บิบิป๊อป,tried_บิบิป๊อป,recog_สแน็คแบ๊ค,tried_สแน็คแบ๊ค,recog_Veggie Snap,tried_Veggie Snap,recog_ฟรูทร่า,tried_ฟรูทร่า,strength_ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients),strength_ทำจากเนื้อสัตว์แท้ (From real meat),strength_มีรสชาติอร่อย (Tasty),strength_มีคุณภาพดี (Good quality),strength_เป็นแบรนด์ญี่ปุ่น (Japan brand),strength_เพื่อสุขภาพที่ดี (For healthy lifestyles),trust_การรับรองมาตรฐานการผลิตจากญี่ปุ่น,trust_แหล่งที่มาของวัตถุดิบ,trust_เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น,trust_การรับรองจากหน่วยงานด้านอาหาร,trust_ข้อมูลเกี่ยวกับกระบวนการผลิต,trust_เห็นขั้นตอนของการเก็บเกี่ยววัตถุดิบ,report_flavor_Original,report_flavor_ต้มยำกุ้ง,report_flavor_Extra BBQ,report_flavor_หมึกย่างสาหร่าย,is_anomaly_iforest,is_anomaly_lof,is_anomaly_consensus,anomaly_score_iforest,anomaly_score_lof,cluster_kmeans,cluster_hier,pca_x,pca_y,persona
106,1,1,0,5,Low,4,4,0,3.0,0.0,2,0.0,other,disbeliever_other,1.0,1,หญิง,5,5,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5053973819374022,-1.1014192259462778,1,0,-0.97063572315492,0.4311365007144233,Aware but Lost
107,1,4,1,7,Mid,3,2,0,3.0,0.3333333333333333,3,1.0,sensory,believer_sensory,1.0,2,LGBTQ+,4,4,4,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,-0.5199728166876317,-1.1012147544384145,2,1,-0.8064072672222102,1.781998493376487,Disconnected
108,1,2,1,5,Low,6,3,0,4.0,0.6666666666666666,3,1.0,sensory,believer_sensory,1.0,2,หญิง,4,5,4,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-0.42052047313033797,-1.0601015053503144,1,0,0.01707898261838197,0.08110331307518803,Aware but Lost
109,1,0,0,4,Low,6,6,0,5.0,1.0,3,1.0,sensory,believer_sensory,1.0,2,หญิง,4,5,5,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.45430474018280653,-1.0468857410000245,1,0,0.2893200445579063,-1.5118583710264346,Aware but Lost
110,1,0,0,4,Low,7,7,0,3.0,0.6666666666666666,3,1.0,other,believer_other,0.0,2,หญิง,3,5,2,5,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-0.4232759709591534,-1.013756967658236,1,0,0.6631565329726904,-1.4106162742475954,Aware but Lost
111,1,7,3,8,High,6,8,0,5.0,1.0,3,1.0,brand_image,believer_brand_image,1.0,2,หญิง,5,5,5,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,-0.5223569090918205,-1.1699582463702336,0,3,2.871287054830537,0.5046535471949611,Partial Connect
112,1,1,1,4,Low,5,5,0,3.0,0.0,1,,no_response,no_response,,2,ชาย,3,5,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,-0.4614629453822279,-1.0207569047934921,1,0,-0.7127309191936714,0.8240762792436656,Aware but Lost
113,1,0,0,4,Low,6,5,0,2.0,0.3333333333333333,3,1.0,experience,believer_experience,0.0,1,ชาย,5,5,1,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.4625775589798874,-1.170183889466339,1,0,-0.035679562629280986,-0.6929281277312106,Aware but Lost
114,1,4,1,7,Mid,5,4,0,3.0,0.6666666666666666,1,,no_response,no_response,,3,หญิง,4,5,4,5,5,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.4572872407995475,-1.066786674549371,2,0,-0.39488742370601937,0.4841268631990626,Disconnected
115,1,2,3,3,Low,3,4,0,3.0,0.0,1,,no_response,no_response,,1,ชาย,4,4,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.5446550128848685,-1.142496522379102,0,3,-0.5337816462842208,2.902438257394953,Partial Connect
116,1,2,0,6,Low,7,7,0,5.0,0.6666666666666666,3,1.0,sensory,believer_sensory,1.0,2,หญิง,5,5,5,5,5,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,-0.4251176119471272,-1.0199010628501364,1,0,0.9296004618247654,-1.4084900443107773,Aware but Lost
117,1,7,3,8,High,6,3,0,4.0,0.6666666666666666,1,,no_response,no_response,,1,หญิง,3,5,2,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.5279705257436326,-1.0992630570366237,0,3,1.3164940801202096,2.5009348170671744,Partial Connect
118,1,5,0,9,High,4,4,0,3.0,0.3333333333333333,2,1.0,label_evidence,believer_label_evidence,1.0,1,หญิง,3,5,4,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.5061212449488897,-1.2169715553273197,1,0,0.08667699847026542,1.0571358220191005,Aware but Lost
119,1,0,0,4,Low,6,5,0,1.0,0.6666666666666666,2,1.0,brand_image,believer_brand_image,1.0,3,หญิง,3,5,4,5,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.468460491282095,-1.1009247092432397,1,0,-0.7346517502763641,-0.905017087474138,Aware but Lost
120,1,2,1,5,Low,8,5,0,4.0,1.0,1,,no_response,no_response,,3,LGBTQ+,4,5,4,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.484473661453119,-1.0993485365948796,1,0,0.2351428314419514,-0.7765881024957173,Aware but Lost
121,1,3,1,6,Mid,7,7,0,4.0,0.3333333333333333,3,1.0,label_evidence,believer_label_evidence,1.0,1,หญิง,5,5,5,5,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.4593757937520701,-1.0631490395689627,1,0,1.5625634145020577,-0.2838353271461319,Aware but Lost
122,1,5,3,6,High,6,3,0,3.0,0.6666666666666666,3,0.0,label_evidence,disbeliever_label_evidence,0.0,2,หญิง,4,4,3,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-0.48700835685767896,-1.0922474086372227,0,3,0.9423357581564149,1.9311056654235306,Partial Connect
123,1,0,0,4,Low,4,1,0,5.0,0.0,1,,no_response,no_response,,5,หญิง,5,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5008798209421756,-1.009434007616532,2,1,-3.32890617661181,0.041616265860121196,Disconnected
124,1,2,1,5,Low,6,6,0,3.0,0.6666666666666666,3,1.0,sensory,believer_sensory,0.0,2,หญิง,3,5,2,4,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-0.4119610821438678,-0.9778431254855139,1,0,0.8044175626327879,-0.2642077728517841,Aware but Lost
